,Q ID,filename,match_filename,isUnique,original_basename_q,original_basename_m
1797,s3.videocitestest/d69d451b4407418d8a9d1fac30b26e48.webm,d69d451b4407418d8a9d1fac30b26e48.webm,d69d451b4407418d8a9d1fac30b26e48.webm,True,YVuM6V3pS24-9b12c4bfede9e409787590f7b22b05ff.webm,YVuM6V3pS24-9b12c4bfede9e409787590f7b22b05ff.webm
1800,s3.videocitestest/d733e739e02841cc84478be959980cd6.webm,d733e739e02841cc84478be959980cd6.webm,a1da53454366402ab77ddc8ff4640b46.webm,False,msg5s-OgYKA-eb2be59c3c0bce037ef4002f915ef8f3.mp4,3OsNbYCMoC0-fc57dac34999dd1bd3019287d793655f.webm
1802,s3.videocitestest/d782381300114297b84a1544d9bf0a64.webm,d782381300114297b84a1544d9bf0a64.webm,d782381300114297b84a1544d9bf0a64.webm,True,zjrggLxsFfM-408573463eeae933d6e84f7ade442750.webm,zjrggLxsFfM-408573463eeae933d6e84f7ade442750.webm
1803,s3.videocitestest/d795c76feda04b0b9820e938516a12a8.mp4,d795c76feda04b0b9820e938516a12a8.mp4,7b09717f9eef4eb28fcb66d11bd44df5.mp4,False,38NgfwT8QdM-7833ee88770404616f1b76c17a11d2fb.mp4,38NgfwT8QdM-7833ee88770404616f1b76c17a11d2fb.mp4
1804,s3.videocitestest/d79de7607c584e8bb5a76948f829da3f.mp4,d79de7607c584e8bb5a76948f829da3f.mp4,d79de7607c584e8bb5a76948f829da3f.mp4,True,jaRuDP6txBQ-b686ba80eae215094f4dd5849c07f265.mp4,jaRuDP6txBQ-b686ba80eae215094f4dd5849c07f265.mp4
1805,s3.videocitestest/d7b39f12c47c4fd1874f8cfec6183cf2.mp4,d7b39f12c47c4fd1874f8cfec6183cf2.mp4,d7b39f12c47c4fd1874f8cfec6183cf2.mp4,True,GFr9jdSA9v4-cb430ee52fe6d44d43e4fe9686b99507.mp4,GFr9jdSA9v4-cb430ee52fe6d44d43e4fe9686b99507.mp4
1806,s3.videocitestest/d7c5af6e11734f1faad2c675cc0fa7d2.webm,d7c5af6e11734f1faad2c675cc0fa7d2.webm,c5bcecc23edb4ca6af691ab014b73370.webm,False,XjRrFvUylS0-3a40d681f34c1bed2c15fbca7f1fd6f1.webm,6eUbRztBpWs-0ed8817d426927aa22dca5783ed8af7b.webm
1807,s3.videocitestest/d7d36ba16c9d428bb10d9089ac2f9b4a.mp4,d7d36ba16c9d428bb10d9089ac2f9b4a.mp4,d7d36ba16c9d428bb10d9089ac2f9b4a.mp4,True,ljVi8Xualjc-5e62399eef9f0c36654dd93137865688.webm,ljVi8Xualjc-5e62399eef9f0c36654dd93137865688.webm
1808,s3.videocitestest/d7e7884e50424a22bd4ebf01dc0013ed.mp4,d7e7884e50424a22bd4ebf01dc0013ed.mp4,RMHoPc26o9g-bb81d5bbf65e1debf7589eb793c01d18.mp4,False,RMHoPc26o9g-bb81d5bbf65e1debf7589eb793c01d18.mp4,RMHoPc26o9g-bb81d5bbf65e1debf7589eb793c01d18.mp4
1809,s3.videocitestest/d7faf03a54b94b8abdfd51b7ce8c7378.webm,d7faf03a54b94b8abdfd51b7ce8c7378.webm,c1c1d51cdbfe4455bfcf59ad9ae0537f.webm,False,ranjedmwXmM-a65d1ff1809ed988afe55a7f442bbf17.webm,ranjedmwXmM-a65d1ff1809ed988afe55a7f442bbf17.webm
1810,s3.videocitestest/d814fb23ab6943d296d2a5cfc5ecda3b.ogv,d814fb23ab6943d296d2a5cfc5ecda3b.ogv,d814fb23ab6943d296d2a5cfc5ecda3b.ogv,True,7LYTx0IJtPY-983ff03d543f14a7fdf9f8e84e55f6b6.webm,7LYTx0IJtPY-983ff03d543f14a7fdf9f8e84e55f6b6.webm
1811,s3.videocitestest/d8a0590850704fb7b1a733dbad583841.ogv,d8a0590850704fb7b1a733dbad583841.ogv,d8a0590850704fb7b1a733dbad583841.ogv,True,P--VSarTxP8-8d2ae753ef1725a71e11d8d0c9bf2b65.mp4,P--VSarTxP8-8d2ae753ef1725a71e11d8d0c9bf2b65.mp4
1812,s3.videocitestest/d8d7ae2914754bd1ba47be3971ceef6c.mp4,d8d7ae2914754bd1ba47be3971ceef6c.mp4,d8d7ae2914754bd1ba47be3971ceef6c.mp4,True,BAy4ztYUaX8-c4192cba58779ef2291b623e2c866a5d.mp4,BAy4ztYUaX8-c4192cba58779ef2291b623e2c866a5d.mp4
1815,s3.videocitestest/DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635.mp4,DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635.mp4,DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635.mp4,True,DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635.mp4,DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635.mp4
1818,s3.videocitestest/DIdgEqiKfDs-20f40191bf0bb9e9e3a8930d6f9ec7ca.mp4,DIdgEqiKfDs-20f40191bf0bb9e9e3a8930d6f9ec7ca.mp4,DIdgEqiKfDs-20f40191bf0bb9e9e3a8930d6f9ec7ca.mp4,True,DIdgEqiKfDs-20f40191bf0bb9e9e3a8930d6f9ec7ca.mp4,DIdgEqiKfDs-20f40191bf0bb9e9e3a8930d6f9ec7ca.mp4
1819,s3.videocitestest/Dj2a090fn4I-ee7ae23bca316c2d6988231d849b0b37.mp4,Dj2a090fn4I-ee7ae23bca316c2d6988231d849b0b37.mp4,Dj2a090fn4I-ee7ae23bca316c2d6988231d849b0b37.mp4,True,Dj2a090fn4I-ee7ae23bca316c2d6988231d849b0b37.mp4,Dj2a090fn4I-ee7ae23bca316c2d6988231d849b0b37.mp4
1820,s3.videocitestest/dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd.mp4,dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd.mp4,dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd.mp4,True,dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd.mp4,dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd.mp4
1822,s3.videocitestest/dmCPVrGva5M-04a097aa8c9314e81b3a0d920579780c.mp4,dmCPVrGva5M-04a097aa8c9314e81b3a0d920579780c.mp4,dmCPVrGva5M-04a097aa8c9314e81b3a0d920579780c.mp4,True,dmCPVrGva5M-04a097aa8c9314e81b3a0d920579780c.mp4,dmCPVrGva5M-04a097aa8c9314e81b3a0d920579780c.mp4
1826,s3.videocitestest/DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62.mp4,DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62.mp4,DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62.mp4,True,DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62.mp4,DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62.mp4
1827,s3.videocitestest/dx38o206XbE-7a529d316e754ce9b9f52271e84d26de.mp4,dx38o206XbE-7a529d316e754ce9b9f52271e84d26de.mp4,dx38o206XbE-7a529d316e754ce9b9f52271e84d26de.mp4,True,dx38o206XbE-7a529d316e754ce9b9f52271e84d26de.mp4,dx38o206XbE-7a529d316e754ce9b9f52271e84d26de.mp4
1829,s3.videocitestest/dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce.mp4,dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce.mp4,dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce.mp4,True,dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce.mp4,dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce.mp4
1830,s3.videocitestest/dxZ4p7oRNpQ-9a9db9fca309340e31660b2b9c0c01f1.mp4,dxZ4p7oRNpQ-9a9db9fca309340e31660b2b9c0c01f1.mp4,dxZ4p7oRNpQ-9a9db9fca309340e31660b2b9c0c01f1.mp4,True,dxZ4p7oRNpQ-9a9db9fca309340e31660b2b9c0c01f1.mp4,dxZ4p7oRNpQ-9a9db9fca309340e31660b2b9c0c01f1.mp4
1831,s3.videocitestest/Dy_7KUTKEWE-b7d7eb4ae030eb22f16bbb95a3f9bf12.mp4,Dy_7KUTKEWE-b7d7eb4ae030eb22f16bbb95a3f9bf12.mp4,Dy_7KUTKEWE-b7d7eb4ae030eb22f16bbb95a3f9bf12.mp4,True,Dy_7KUTKEWE-b7d7eb4ae030eb22f16bbb95a3f9bf12.mp4,Dy_7KUTKEWE-b7d7eb4ae030eb22f16bbb95a3f9bf12.mp4
1832,s3.videocitestest/E6B3Hwsd5mM-f743130db139c5722a3a610dccf88b7d.mp4,E6B3Hwsd5mM-f743130db139c5722a3a610dccf88b7d.mp4,E6B3Hwsd5mM-f743130db139c5722a3a610dccf88b7d.mp4,True,E6B3Hwsd5mM-f743130db139c5722a3a610dccf88b7d.mp4,E6B3Hwsd5mM-f743130db139c5722a3a610dccf88b7d.mp4
1834,s3.videocitestest/E9F02r50t1U-4e0e56e89f7a841355f0138eb40acf75.mp4,E9F02r50t1U-4e0e56e89f7a841355f0138eb40acf75.mp4,E9F02r50t1U-4e0e56e89f7a841355f0138eb40acf75.mp4,True,E9F02r50t1U-4e0e56e89f7a841355f0138eb40acf75.mp4,E9F02r50t1U-4e0e56e89f7a841355f0138eb40acf75.mp4
1836,s3.videocitestest/ei2yODzATiE-9041a96db043fe1a67dda557fa8b7125.mp4,ei2yODzATiE-9041a96db043fe1a67dda557fa8b7125.mp4,ei2yODzATiE-9041a96db043fe1a67dda557fa8b7125.mp4,True,ei2yODzATiE-9041a96db043fe1a67dda557fa8b7125.mp4,ei2yODzATiE-9041a96db043fe1a67dda557fa8b7125.mp4
1838,s3.videocitestest/EItg_TVIPkM-4908445051be04cd06697c15086ddcf8.mp4,EItg_TVIPkM-4908445051be04cd06697c15086ddcf8.mp4,90db4d72de4044689b348e1825bf8ce7.mp4,False,EItg_TVIPkM-4908445051be04cd06697c15086ddcf8.mp4,EItg_TVIPkM-4908445051be04cd06697c15086ddcf8.mp4
1839,s3.videocitestest/EjIq9RVVhpk-9550a4ab38bb57b67621800486c4abcd.mp4,EjIq9RVVhpk-9550a4ab38bb57b67621800486c4abcd.mp4,EjIq9RVVhpk-9550a4ab38bb57b67621800486c4abcd.mp4,True,EjIq9RVVhpk-9550a4ab38bb57b67621800486c4abcd.mp4,EjIq9RVVhpk-9550a4ab38bb57b67621800486c4abcd.mp4
1840,s3.videocitestest/EJlIxAWQIjM-8a6fb186297c12699465f75caa89d0a5.mp4,EJlIxAWQIjM-8a6fb186297c12699465f75caa89d0a5.mp4,EJlIxAWQIjM-8a6fb186297c12699465f75caa89d0a5.mp4,True,EJlIxAWQIjM-8a6fb186297c12699465f75caa89d0a5.mp4,EJlIxAWQIjM-8a6fb186297c12699465f75caa89d0a5.mp4
1844,s3.videocitestest/epjbvDTIdF0-0eca92847d6dbf683f9afea77a544124.mp4,epjbvDTIdF0-0eca92847d6dbf683f9afea77a544124.mp4,a552b34baa9a47819c61fdfe9153045e.mp4,False,epjbvDTIdF0-0eca92847d6dbf683f9afea77a544124.mp4,epjbvDTIdF0-0eca92847d6dbf683f9afea77a544124.mp4
1845,s3.videocitestest/ESaxuHLCqiw-0f22808a1b3ac95b3b7f9c6600ab2ced.mp4,ESaxuHLCqiw-0f22808a1b3ac95b3b7f9c6600ab2ced.mp4,ESaxuHLCqiw-0f22808a1b3ac95b3b7f9c6600ab2ced.mp4,True,ESaxuHLCqiw-0f22808a1b3ac95b3b7f9c6600ab2ced.mp4,ESaxuHLCqiw-0f22808a1b3ac95b3b7f9c6600ab2ced.mp4
1846,s3.videocitestest/eslC_KMP6aw-9ac2a2507204cbf222cfc3c1ae4d66a2.mp4,eslC_KMP6aw-9ac2a2507204cbf222cfc3c1ae4d66a2.mp4,eslC_KMP6aw-9ac2a2507204cbf222cfc3c1ae4d66a2.mp4,True,eslC_KMP6aw-9ac2a2507204cbf222cfc3c1ae4d66a2.mp4,eslC_KMP6aw-9ac2a2507204cbf222cfc3c1ae4d66a2.mp4
1847,s3.videocitestest/eT2W3VRsF-I-83887937a52a18fcc60be45bf7096747.mp4,eT2W3VRsF-I-83887937a52a18fcc60be45bf7096747.mp4,eT2W3VRsF-I-83887937a52a18fcc60be45bf7096747.mp4,True,eT2W3VRsF-I-83887937a52a18fcc60be45bf7096747.mp4,eT2W3VRsF-I-83887937a52a18fcc60be45bf7096747.mp4
1849,s3.videocitestest/EWBFATBVjYQ-46953620e55d3305abd30448dd2fc40e.mp4,EWBFATBVjYQ-46953620e55d3305abd30448dd2fc40e.mp4,EWBFATBVjYQ-46953620e55d3305abd30448dd2fc40e.mp4,True,EWBFATBVjYQ-46953620e55d3305abd30448dd2fc40e.mp4,EWBFATBVjYQ-46953620e55d3305abd30448dd2fc40e.mp4
1852,s3.videocitestest/F6MyTJUCPZw-7e71ae6b0ed4c1946f550ce5bee01f5d.mp4,F6MyTJUCPZw-7e71ae6b0ed4c1946f550ce5bee01f5d.mp4,F6MyTJUCPZw-7e71ae6b0ed4c1946f550ce5bee01f5d.mp4,True,F6MyTJUCPZw-7e71ae6b0ed4c1946f550ce5bee01f5d.mp4,F6MyTJUCPZw-7e71ae6b0ed4c1946f550ce5bee01f5d.mp4
1855,s3.videocitestest/fd8c70b1433a477cbe012ad93469faaf.ogv,fd8c70b1433a477cbe012ad93469faaf.ogv,fd8c70b1433a477cbe012ad93469faaf.ogv,True,iOM3VDfgvMs-7387723c778db59e2cb76a2c5c8f38dc.mp4,iOM3VDfgvMs-7387723c778db59e2cb76a2c5c8f38dc.mp4
1856,s3.videocitestest/fda1e004e55341a0819c2a50afc706f3.mp4,fda1e004e55341a0819c2a50afc706f3.mp4,fda1e004e55341a0819c2a50afc706f3.mp4,True,CfBM6XqwtuQ-d597a7cd1e7c9ea770e107bfe5e8f848.mp4,CfBM6XqwtuQ-d597a7cd1e7c9ea770e107bfe5e8f848.mp4
1857,s3.videocitestest/fdbecbfceb4a49cc940a816aff85f183.mp4,fdbecbfceb4a49cc940a816aff85f183.mp4,fdbecbfceb4a49cc940a816aff85f183.mp4,True,GWVHCj7C1Wo-8cc98d21fbdb449dead84bbc9855e3a6.mp4,GWVHCj7C1Wo-8cc98d21fbdb449dead84bbc9855e3a6.mp4
1858,s3.videocitestest/fdca460bc63d4a1b81642101d8d6a16b.mp4,fdca460bc63d4a1b81642101d8d6a16b.mp4,t_9XI6IeD_o-71deaa81dfde2c8804803c75b6ac8fdb.mp4,False,t_9XI6IeD_o-71deaa81dfde2c8804803c75b6ac8fdb.mp4,t_9XI6IeD_o-71deaa81dfde2c8804803c75b6ac8fdb.mp4
1859,s3.videocitestest/fe2f7d5e259040258d26d1abf3b0ed03.webm,fe2f7d5e259040258d26d1abf3b0ed03.webm,fe2f7d5e259040258d26d1abf3b0ed03.webm,True,nHCQbD7zQS8-5442cff41ff9f65aaecd45d9080ae75c.webm,nHCQbD7zQS8-5442cff41ff9f65aaecd45d9080ae75c.webm
1861,s3.videocitestest/fe3e76a2971746edbc78dbf9a4f58e1c.mp4,fe3e76a2971746edbc78dbf9a4f58e1c.mp4,fe3e76a2971746edbc78dbf9a4f58e1c.mp4,True,a4cyiTNvuM0-69be08068c25a8c756dee1f1052c9890.webm,a4cyiTNvuM0-69be08068c25a8c756dee1f1052c9890.webm
1862,s3.videocitestest/fe43613cfdb5482a944a788bd5f75730.webm,fe43613cfdb5482a944a788bd5f75730.webm,fe43613cfdb5482a944a788bd5f75730.webm,True,rLQgyxeRx40-c1ceec9a935c550f87fbf8fd871e17f7.webm,rLQgyxeRx40-c1ceec9a935c550f87fbf8fd871e17f7.webm
1863,s3.videocitestest/fe59f155170848e98293b1fc0c0e44a6.ogv,fe59f155170848e98293b1fc0c0e44a6.ogv,fe59f155170848e98293b1fc0c0e44a6.ogv,True,Au-P8Oo32oI-40cd4f5edc6bf019b2e4a01eee2a76a5.mp4,Au-P8Oo32oI-40cd4f5edc6bf019b2e4a01eee2a76a5.mp4
1865,s3.videocitestest/fead05392d9843a996703ad4e1e8659e.mp4,fead05392d9843a996703ad4e1e8659e.mp4,T5n5PiMF93s-42c5b2f4bca04483e5fe23cdf38c3b7c.mp4,False,T5n5PiMF93s-42c5b2f4bca04483e5fe23cdf38c3b7c.mp4,T5n5PiMF93s-42c5b2f4bca04483e5fe23cdf38c3b7c.mp4
1866,s3.videocitestest/fedcaa50e57f44389958da9a6b753c16.webm,fedcaa50e57f44389958da9a6b753c16.webm,fedcaa50e57f44389958da9a6b753c16.webm,True,HPeZtufLKac-ff35b4e9880807d6ce5e429eb18eb5d4.webm,HPeZtufLKac-ff35b4e9880807d6ce5e429eb18eb5d4.webm
1867,s3.videocitestest/fee84a7f86714ffd8a0b760d0425ac00.mp4,fee84a7f86714ffd8a0b760d0425ac00.mp4,fee84a7f86714ffd8a0b760d0425ac00.mp4,True,lu67G7hVlUM-16d2596e3bb8f54032b01f54fc9d1770.mp4,lu67G7hVlUM-16d2596e3bb8f54032b01f54fc9d1770.mp4
1869,s3.videocitestest/ff05efe23f784e9b9b65da36814d9edb.webm,ff05efe23f784e9b9b65da36814d9edb.webm,ff05efe23f784e9b9b65da36814d9edb.webm,True,LBzKvMEXH9A-215ab38cd69d37e819f795deeef75606.webm,LBzKvMEXH9A-215ab38cd69d37e819f795deeef75606.webm
1870,s3.videocitestest/ff2692df2d5e446faf3fe5e3b7d3a153.ogv,ff2692df2d5e446faf3fe5e3b7d3a153.ogv,ff2692df2d5e446faf3fe5e3b7d3a153.ogv,True,UyhXoWjdmSk-e8c140e5322b4f3002b824a01199f7de.webm,UyhXoWjdmSk-e8c140e5322b4f3002b824a01199f7de.webm
1871,s3.videocitestest/ff3607078ba449a283a841a87796d6c8.mp4,ff3607078ba449a283a841a87796d6c8.mp4,ff3607078ba449a283a841a87796d6c8.mp4,True,G1APQPUX4Ls-013f1e07168ff9b590fce1edba85f32a.mp4,G1APQPUX4Ls-013f1e07168ff9b590fce1edba85f32a.mp4
1872,s3.videocitestest/ff47d8e1ace141d89cf7e89223ddcba3.mp4,ff47d8e1ace141d89cf7e89223ddcba3.mp4,ff47d8e1ace141d89cf7e89223ddcba3.mp4,True,8Rvu-jlsaOU-5b988b26edd0096ea42d3b804621d297.mp4,8Rvu-jlsaOU-5b988b26edd0096ea42d3b804621d297.mp4
1874,s3.videocitestest/ffaa3c060b9d4df49882d6c9cc61a3be.ogv,ffaa3c060b9d4df49882d6c9cc61a3be.ogv,ffaa3c060b9d4df49882d6c9cc61a3be.ogv,True,mgZ74pMXGOQ-4ba10cc0a9cd79360fdfcc59f13afc8d.mp4,mgZ74pMXGOQ-4ba10cc0a9cd79360fdfcc59f13afc8d.mp4
1876,s3.videocitestest/ffd601806b2c4b32836f2b1b3f3b7b34.mp4,ffd601806b2c4b32836f2b1b3f3b7b34.mp4,ffd601806b2c4b32836f2b1b3f3b7b34.mp4,True,LvFt0Tp1vB8-aa896f747fd19f3c28b52dc67651dbda.mp4,LvFt0Tp1vB8-aa896f747fd19f3c28b52dc67651dbda.mp4
1877,s3.videocitestest/ffda52c604a5497a8029dbeebf80f207.ogv,ffda52c604a5497a8029dbeebf80f207.ogv,ffda52c604a5497a8029dbeebf80f207.ogv,True,N1_SdQE1XME-09e54af56f7e9e22f4653052ebbb8054.webm,N1_SdQE1XME-09e54af56f7e9e22f4653052ebbb8054.webm
1878,s3.videocitestest/FHF8jy9U694-416457c565713a90334d032a75d3ff93.mp4,FHF8jy9U694-416457c565713a90334d032a75d3ff93.mp4,FHF8jy9U694-416457c565713a90334d032a75d3ff93.mp4,True,FHF8jy9U694-416457c565713a90334d032a75d3ff93.mp4,FHF8jy9U694-416457c565713a90334d032a75d3ff93.mp4
1881,s3.videocitestest/FKkEi0ybl6Y-61e4a598a1af84910923ff7988955eff.mp4,FKkEi0ybl6Y-61e4a598a1af84910923ff7988955eff.mp4,FKkEi0ybl6Y-61e4a598a1af84910923ff7988955eff.mp4,True,FKkEi0ybl6Y-61e4a598a1af84910923ff7988955eff.mp4,FKkEi0ybl6Y-61e4a598a1af84910923ff7988955eff.mp4
1882,s3.videocitestest/Fl7q6uzxGCI-296971cbd124a30c3fc424b2955d4585.mp4,Fl7q6uzxGCI-296971cbd124a30c3fc424b2955d4585.mp4,Fl7q6uzxGCI-296971cbd124a30c3fc424b2955d4585.mp4,True,Fl7q6uzxGCI-296971cbd124a30c3fc424b2955d4585.mp4,Fl7q6uzxGCI-296971cbd124a30c3fc424b2955d4585.mp4
1883,s3.videocitestest/FlO5h9bnmzE-b7202ba47e829e7a938002db4209fbd2.mp4,FlO5h9bnmzE-b7202ba47e829e7a938002db4209fbd2.mp4,FlO5h9bnmzE-b7202ba47e829e7a938002db4209fbd2.mp4,True,FlO5h9bnmzE-b7202ba47e829e7a938002db4209fbd2.mp4,FlO5h9bnmzE-b7202ba47e829e7a938002db4209fbd2.mp4
1884,s3.videocitestest/flsevUvm098-ba74e90711c9692f2a6a1157a6eaf146.mp4,flsevUvm098-ba74e90711c9692f2a6a1157a6eaf146.mp4,8cb10c5aa8484b2ea812509a37947ad1.webm,False,flsevUvm098-ba74e90711c9692f2a6a1157a6eaf146.mp4,flsevUvm098-ba74e90711c9692f2a6a1157a6eaf146.mp4
1885,s3.videocitestest/fLufiy-Vulc-82b30c6140e7525e1394d0672ae669f7.mp4,fLufiy-Vulc-82b30c6140e7525e1394d0672ae669f7.mp4,fLufiy-Vulc-82b30c6140e7525e1394d0672ae669f7.mp4,True,fLufiy-Vulc-82b30c6140e7525e1394d0672ae669f7.mp4,fLufiy-Vulc-82b30c6140e7525e1394d0672ae669f7.mp4
1886,s3.videocitestest/FMdtPxc9_zA-45221d73f851b52104056676bcec70d8.mp4,FMdtPxc9_zA-45221d73f851b52104056676bcec70d8.mp4,FMdtPxc9_zA-45221d73f851b52104056676bcec70d8.mp4,True,FMdtPxc9_zA-45221d73f851b52104056676bcec70d8.mp4,FMdtPxc9_zA-45221d73f851b52104056676bcec70d8.mp4
1888,s3.videocitestest/fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905.mp4,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905.mp4,9e34a5447da443eda67fcd72645332ec.mp4,False,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905.mp4,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905.mp4
1889,s3.videocitestest/FouQjhCSBCk-90be027463eb8322d86c65579b48687b.mp4,FouQjhCSBCk-90be027463eb8322d86c65579b48687b.mp4,FouQjhCSBCk-90be027463eb8322d86c65579b48687b.mp4,True,FouQjhCSBCk-90be027463eb8322d86c65579b48687b.mp4,FouQjhCSBCk-90be027463eb8322d86c65579b48687b.mp4
1890,s3.videocitestest/FPeKK6AU6BM-0332ad7ffcf384368c777ae72c9c9e3f.mp4,FPeKK6AU6BM-0332ad7ffcf384368c777ae72c9c9e3f.mp4,87cbf615bf7e4f9cb097d0b82be6691d.webm,False,FPeKK6AU6BM-0332ad7ffcf384368c777ae72c9c9e3f.mp4,FPeKK6AU6BM-0332ad7ffcf384368c777ae72c9c9e3f.mp4
1891,s3.videocitestest/ftXeM1Y0Qfo-d6044274d6c7c0b604f9ac273447a6ce.mp4,ftXeM1Y0Qfo-d6044274d6c7c0b604f9ac273447a6ce.mp4,ftXeM1Y0Qfo-d6044274d6c7c0b604f9ac273447a6ce.mp4,True,ftXeM1Y0Qfo-d6044274d6c7c0b604f9ac273447a6ce.mp4,ftXeM1Y0Qfo-d6044274d6c7c0b604f9ac273447a6ce.mp4
1897,s3.videocitestest/G_Q9IKbtYOk-7bc3b115458d1ba1798cd7e512a8d6aa.mp4,G_Q9IKbtYOk-7bc3b115458d1ba1798cd7e512a8d6aa.mp4,G_Q9IKbtYOk-7bc3b115458d1ba1798cd7e512a8d6aa.mp4,True,G_Q9IKbtYOk-7bc3b115458d1ba1798cd7e512a8d6aa.mp4,G_Q9IKbtYOk-7bc3b115458d1ba1798cd7e512a8d6aa.mp4
1898,s3.videocitestest/G1APQPUX4Ls-013f1e07168ff9b590fce1edba85f32a.mp4,G1APQPUX4Ls-013f1e07168ff9b590fce1edba85f32a.mp4,G1APQPUX4Ls-013f1e07168ff9b590fce1edba85f32a.mp4,True,G1APQPUX4Ls-013f1e07168ff9b590fce1edba85f32a.mp4,G1APQPUX4Ls-013f1e07168ff9b590fce1edba85f32a.mp4
1899,s3.videocitestest/G9LRUrGmUvA-211e0156bbd6a97e70e21e54bf64bff2.mp4,G9LRUrGmUvA-211e0156bbd6a97e70e21e54bf64bff2.mp4,G9LRUrGmUvA-211e0156bbd6a97e70e21e54bf64bff2.mp4,True,G9LRUrGmUvA-211e0156bbd6a97e70e21e54bf64bff2.mp4,G9LRUrGmUvA-211e0156bbd6a97e70e21e54bf64bff2.mp4
1900,s3.videocitestest/g9WyvQMluD8-c7eb12c004db838d39448b6a57d6a430.mp4,g9WyvQMluD8-c7eb12c004db838d39448b6a57d6a430.mp4,5d45effeb6cd41e7a82a9ccb81a02318.mp4,False,g9WyvQMluD8-c7eb12c004db838d39448b6a57d6a430.mp4,4C5ml65lsJE-1d4a8867b4427d6a2446a16e5ec3538a.webm
1901,s3.videocitestest/gAsKIOn6ytw-29d717d146e43dbe518587cd2b53f3fd.mp4,gAsKIOn6ytw-29d717d146e43dbe518587cd2b53f3fd.mp4,gAsKIOn6ytw-29d717d146e43dbe518587cd2b53f3fd.mp4,True,gAsKIOn6ytw-29d717d146e43dbe518587cd2b53f3fd.mp4,gAsKIOn6ytw-29d717d146e43dbe518587cd2b53f3fd.mp4
1902,s3.videocitestest/GD_v8hV2G2s-f98560537442ee80869216d17b44600c.mp4,GD_v8hV2G2s-f98560537442ee80869216d17b44600c.mp4,GD_v8hV2G2s-f98560537442ee80869216d17b44600c.mp4,True,GD_v8hV2G2s-f98560537442ee80869216d17b44600c.mp4,GD_v8hV2G2s-f98560537442ee80869216d17b44600c.mp4
1906,s3.videocitestest/gf6OrSCp7zs-ba669e5435157528940e9793937b46fd.mp4,gf6OrSCp7zs-ba669e5435157528940e9793937b46fd.mp4,gf6OrSCp7zs-ba669e5435157528940e9793937b46fd.mp4,True,gf6OrSCp7zs-ba669e5435157528940e9793937b46fd.mp4,gf6OrSCp7zs-ba669e5435157528940e9793937b46fd.mp4
1907,s3.videocitestest/GfoKkUIzbjA-0fc69ee07cdaafa836651abda9576760.webm,GfoKkUIzbjA-0fc69ee07cdaafa836651abda9576760.webm,8zVO4My_-Hk-91d170e6db250e2d6adbd9276abd30ff.mp4,False,GfoKkUIzbjA-0fc69ee07cdaafa836651abda9576760.webm,8zVO4My_-Hk-91d170e6db250e2d6adbd9276abd30ff.mp4
1908,s3.videocitestest/GFr9jdSA9v4-cb430ee52fe6d44d43e4fe9686b99507.mp4,GFr9jdSA9v4-cb430ee52fe6d44d43e4fe9686b99507.mp4,GFr9jdSA9v4-cb430ee52fe6d44d43e4fe9686b99507.mp4,True,GFr9jdSA9v4-cb430ee52fe6d44d43e4fe9686b99507.mp4,GFr9jdSA9v4-cb430ee52fe6d44d43e4fe9686b99507.mp4
1909,s3.videocitestest/gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72.mp4,gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72.mp4,gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72.mp4,True,gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72.mp4,gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72.mp4
