,filename,cluster,original_basename_q,original_basename_m,isUnique
770,rGlgUU3E14Y-6d71ac0b941d2b74a2b52df03aaadd2f,448,rGlgUU3E14Y-6d71ac0b941d2b74a2b52df03aaadd2f,rGlgUU3E14Y-6d71ac0b941d2b74a2b52df03aaadd2f,True
772,7b52054c762f4597a3280655fe0d9e83,686,E6B3Hwsd5mM-f743130db139c5722a3a610dccf88b7d,E6B3Hwsd5mM-f743130db139c5722a3a610dccf88b7d,False
773,lnZNiivm2zU-e1caaa59e5479f037914e52e0893cc6e,105,lnZNiivm2zU-e1caaa59e5479f037914e52e0893cc6e,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,True
774,KpciFQt35ow-8dd996e4a8eed2340bb2110f5d37c48f,317,KpciFQt35ow-8dd996e4a8eed2340bb2110f5d37c48f,KpciFQt35ow-8dd996e4a8eed2340bb2110f5d37c48f,True
778,sm8rP6konjs-7168356725f5f30687de5c660cb8846e,481,sm8rP6konjs-7168356725f5f30687de5c660cb8846e,sm8rP6konjs-7168356725f5f30687de5c660cb8846e,True
781,81466b148bb942729a223ea9db5f9151,692,GWExHybVuXE-230a936fed2edc73b1076ddf492a74cb,GWExHybVuXE-230a936fed2edc73b1076ddf492a74cb,False
785,2e20e116b246444da6536d3f7f15b39e,695,HjkFDUihJrI-05207d593e5ea7573bf55e86aa5bfcf5,HjkFDUihJrI-05207d593e5ea7573bf55e86aa5bfcf5,False
789,Q3QNcNmOTrM-4ed3a9586916368acf044ac7e7e67bfd,699,Q3QNcNmOTrM-4ed3a9586916368acf044ac7e7e67bfd,Q3QNcNmOTrM-4ed3a9586916368acf044ac7e7e67bfd,True
790,2af1d233629d4ae8a4107832ec7a2ede,700,20vCvzHpWQI-df74befa83d3f79b50754184f2f8bdde,20vCvzHpWQI-df74befa83d3f79b50754184f2f8bdde,False
791,nyia9UqpBnc-19fe4eab9ffa2ac395045a7320550fed,701,nyia9UqpBnc-19fe4eab9ffa2ac395045a7320550fed,nyia9UqpBnc-19fe4eab9ffa2ac395045a7320550fed,True
793,p6w-d1QBPSs-d0755782a73feb9f8c18163f8f58c28b,530,p6w-d1QBPSs-d0755782a73feb9f8c18163f8f58c28b,p6w-d1QBPSs-d0755782a73feb9f8c18163f8f58c28b,True
797,8b31c92b14c94d1385dc335fa0c3f4e8,706,WBGumMrBQJM-107a34f006f5f5698e525a4f7a011dea,WBGumMrBQJM-107a34f006f5f5698e525a4f7a011dea,False
801,2c0873fcd76c4426a8efb71e282e1424,710,bp5hrH2jYD4-00a1e210b8039384a2acfd194cbe561e,bp5hrH2jYD4-00a1e210b8039384a2acfd194cbe561e,False
802,GWExHybVuXE-230a936fed2edc73b1076ddf492a74cb,711,GWExHybVuXE-230a936fed2edc73b1076ddf492a74cb,GWExHybVuXE-230a936fed2edc73b1076ddf492a74cb,True
804,lPFUMf0ge70-6629b10fe6fe510c1e8c6eec4bf26bf0,713,lPFUMf0ge70-6629b10fe6fe510c1e8c6eec4bf26bf0,lPFUMf0ge70-6629b10fe6fe510c1e8c6eec4bf26bf0,True
805,woykrJpu1sU-c9d6a55ae94ab003b20dfc71b5e1061c,475,woykrJpu1sU-c9d6a55ae94ab003b20dfc71b5e1061c,hyVkqP13CIQ-51cae72eb6402ff451941044a23869b3,True
806,VJBGMt2z85s-6a0a20d85be445402186df39a8e6d2e1,714,VJBGMt2z85s-6a0a20d85be445402186df39a8e6d2e1,VJBGMt2z85s-6a0a20d85be445402186df39a8e6d2e1,True
807,mJGS3GhwG_0-65c539064a3666605ef13b7984332059,715,mJGS3GhwG_0-65c539064a3666605ef13b7984332059,mJGS3GhwG_0-65c539064a3666605ef13b7984332059,True
808,bcafa29756e74267a54e2e076912cfdf,716,CMcPeaMK6xo-4bc269214315a2c0c2095c7214d60438,CMcPeaMK6xo-4bc269214315a2c0c2095c7214d60438,False
809,80560ea1b1594357a55452d553e55846,717,epjbvDTIdF0-0eca92847d6dbf683f9afea77a544124,epjbvDTIdF0-0eca92847d6dbf683f9afea77a544124,False
810,afe6438baac54c3a92498c2621cabd1c,718,bdJssVqgX_Q-f2c80ac1c83da1bc0a2fa9bd9ba14fad,bdJssVqgX_Q-f2c80ac1c83da1bc0a2fa9bd9ba14fad,False
811,c6af94d1f54041ec92713aa62b1a463c,719,ohngCDAw4QI-50c283e39de3da07592e9ccd3a3e4fa1,ohngCDAw4QI-50c283e39de3da07592e9ccd3a3e4fa1,False
816,0f3404af257e4ec7a648b740a8f67755,724,AefM1c4FTog-a49786256cbc55adde089ee99333896c,AefM1c4FTog-a49786256cbc55adde089ee99333896c,False
817,5a2c6803878b4ae99c246cd1daee935f,725,7No_PGUghTQ-1e620148a35f69f0cd6f9425247485ec,7No_PGUghTQ-1e620148a35f69f0cd6f9425247485ec,False
821,2c70225f29d64864bcedde2b19b6a36f,729,Oa9o9qA7wcU-9acc3fc3527e060b643ce5b9e3e7eb63,Oa9o9qA7wcU-9acc3fc3527e060b643ce5b9e3e7eb63,False
822,5969dc61105249f8939406152d72d664,730,mQIQPSuHFGI-9f7bc95fb1cdb4e1c3c5af47fcea6a4f,mQIQPSuHFGI-9f7bc95fb1cdb4e1c3c5af47fcea6a4f,False
823,gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72,731,gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72,gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72,True
824,7764a0674cd140e4acff73be07c904a9,732,Bx6y9YXPslg-2cbb67b012d75f99f7922496574bf02d,Bx6y9YXPslg-2cbb67b012d75f99f7922496574bf02d,False
825,AEftpDFjL1I-b552aebd133f196e487472ccc3c33241,733,AEftpDFjL1I-b552aebd133f196e487472ccc3c33241,aeEbllDHync-48d657ef0e1d1d0f459c34658c1668e0,True
826,9e34a5447da443eda67fcd72645332ec,617,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905,False
827,mQIQPSuHFGI-9f7bc95fb1cdb4e1c3c5af47fcea6a4f,734,mQIQPSuHFGI-9f7bc95fb1cdb4e1c3c5af47fcea6a4f,mQIQPSuHFGI-9f7bc95fb1cdb4e1c3c5af47fcea6a4f,True
829,26add48b570c4e79ac58ab402f57f3b8,24,27ARq1AJZyg-c261b5315bfb8b1e0552a35705c17184,27ARq1AJZyg-c261b5315bfb8b1e0552a35705c17184,False
831,caff2aa8e0f347c1af741c94e449be23,118,cjlyVIfZJh4-1b8d795c7ae011e42e1377e52a43f2ee,cjlyVIfZJh4-1b8d795c7ae011e42e1377e52a43f2ee,False
833,6yJuyFN4Ihg-90dfe7b732a24ef61fd52c5eae95162e,737,6yJuyFN4Ihg-90dfe7b732a24ef61fd52c5eae95162e,6yJuyFN4Ihg-90dfe7b732a24ef61fd52c5eae95162e,True
836,eslC_KMP6aw-9ac2a2507204cbf222cfc3c1ae4d66a2,740,eslC_KMP6aw-9ac2a2507204cbf222cfc3c1ae4d66a2,eslC_KMP6aw-9ac2a2507204cbf222cfc3c1ae4d66a2,True
837,0JQpBUG7kP8-dfc38248b5967e3136b676cb70de01ba,741,0JQpBUG7kP8-dfc38248b5967e3136b676cb70de01ba,0JQpBUG7kP8-dfc38248b5967e3136b676cb70de01ba,True
838,1c4b9069e0874517b327ca6b73b97a62,742,zrlAGAb3OMY-bdcf43eb8ccddc3a67d2fb9c68d017ef,zrlAGAb3OMY-bdcf43eb8ccddc3a67d2fb9c68d017ef,False
839,gHp4ZSiX0gw-857b20dd1be02eeb0493fa2280904323,743,gHp4ZSiX0gw-857b20dd1be02eeb0493fa2280904323,gHp4ZSiX0gw-857b20dd1be02eeb0493fa2280904323,True
840,fe3e76a2971746edbc78dbf9a4f58e1c,437,a4cyiTNvuM0-69be08068c25a8c756dee1f1052c9890,a4cyiTNvuM0-69be08068c25a8c756dee1f1052c9890,False
842,76f5f51daf6147f8b760a65859bfbd86,745,uzZ7iBJ5Ing-de0ca51686817a8e895cf4fe39d6baff,uzZ7iBJ5Ing-de0ca51686817a8e895cf4fe39d6baff,False
843,5129a4cdcb704e3fa3a7d1752a3e04b6,746,g7PSxWsnslI-744f3f86f7face1a28fb5a4b1a44fb0a,g7PSxWsnslI-744f3f86f7face1a28fb5a4b1a44fb0a,False
844,14fe757d9804460eaaa5ad5b78699800,747,h6UramvA7RA-4b3f028c49ddcc98c1b2a7fda460cdfc,h6UramvA7RA-4b3f028c49ddcc98c1b2a7fda460cdfc,False
847,652bf9ce0ac3448a94f25e107d92728c,750,uqPhRKah6EA-4d154dee35f9c714fa7653d76807de7a,uqPhRKah6EA-4d154dee35f9c714fa7653d76807de7a,False
849,YgY26oQjFsc-a2374b6cfb94d875f55af632df949c90,314,YgY26oQjFsc-a2374b6cfb94d875f55af632df949c90,YgY26oQjFsc-a2374b6cfb94d875f55af632df949c90,True
852,43d5577833ce4685a211ad66860c4be3,754,FouQjhCSBCk-90be027463eb8322d86c65579b48687b,FouQjhCSBCk-90be027463eb8322d86c65579b48687b,False
854,37f3f812a0ae46079e132c466bb70e6c,756,bCoersXDThs-bc2e9a490d10a99c69a2455cb18f5c56,bCoersXDThs-bc2e9a490d10a99c69a2455cb18f5c56,False
855,0e55b92adab049eb98241c5518ad75e7,757,rkaIhKVge08-2aea3752ef7cf58a71f7395397820bf1,rkaIhKVge08-2aea3752ef7cf58a71f7395397820bf1,False
856,QHEsuEu6kxo-cb28be524029072a2bd74a7c5522eed7,327,QHEsuEu6kxo-cb28be524029072a2bd74a7c5522eed7,QHEsuEu6kxo-cb28be524029072a2bd74a7c5522eed7,True
857,757kyQ3_MNY-4c4dd803c91c549dd83e320b1f5f9407,758,757kyQ3_MNY-4c4dd803c91c549dd83e320b1f5f9407,757kyQ3_MNY-4c4dd803c91c549dd83e320b1f5f9407,True
859,5bi3RyRDjhQ-d5ccfcd3a73dd5ecf46e0f1b3232f576,489,5bi3RyRDjhQ-d5ccfcd3a73dd5ecf46e0f1b3232f576,5bi3RyRDjhQ-d5ccfcd3a73dd5ecf46e0f1b3232f576,True
860,3s1nORCGckM-829c8c45024b8047922603c7d26b5de3,760,3s1nORCGckM-829c8c45024b8047922603c7d26b5de3,3s1nORCGckM-829c8c45024b8047922603c7d26b5de3,True
863,OqZpTY5KSDQ-4d77ce7461b7a941a8c56732c899e953,763,OqZpTY5KSDQ-4d77ce7461b7a941a8c56732c899e953,OqZpTY5KSDQ-4d77ce7461b7a941a8c56732c899e953,True
864,20af426297864f1f835d5fb6e0711a74,276,rCZSuzJs4zc-c859578ffb45b422c0d737a005066f9f,rCZSuzJs4zc-c859578ffb45b422c0d737a005066f9f,False
866,3765b1ba97934649a9ad24a60a6af1e2,765,ypQ7hdbx2EA-266e71b8bdf7177b6a988d6bb0ee5ef0,ypQ7hdbx2EA-266e71b8bdf7177b6a988d6bb0ee5ef0,False
869,bb16621e65624590a921219b3907e5d7,768,9_2XFkMYLXY-4ffb85a368877ab5db739826d2bc6f98,9_2XFkMYLXY-4ffb85a368877ab5db739826d2bc6f98,False
871,6cec2160a7b849f682c4bfbd8c8d9732,770,AxDxVNDEU3c-4afdd33901943e0e27f9f654cb96bd34,AxDxVNDEU3c-4afdd33901943e0e27f9f654cb96bd34,False
873,76b6d39d6d7a44988f015147afd9bedc,772,_0foUzIPjfg-51b56caecd6283e29edd4c216973a1cf,_0foUzIPjfg-51b56caecd6283e29edd4c216973a1cf,False
876,64046ab4145d4994aa18a6d9c0e53d40,774,LN5dkJjCHbI-6d0b8ef99bb7e909c81166849150fb35,LN5dkJjCHbI-6d0b8ef99bb7e909c81166849150fb35,False
879,4f88a06a6bcc42938bf6e65bd91625a1,777,g-IzqjYl3fA-42b4f273379ffd5372e165924933fb46,g-IzqjYl3fA-42b4f273379ffd5372e165924933fb46,False
880,ac25b992013347b3b53f776dd6faf3e9,778,MAxuihfpanU-4c3ed36d91d64bb4750d56533a0cd8ef,MAxuihfpanU-4c3ed36d91d64bb4750d56533a0cd8ef,False
881,67c1919cb98a4eb49075241aa1b5743c,779,zuFKJnfK_wI-2e8f143573a68267e2963f507c285ad8,zuFKJnfK_wI-2e8f143573a68267e2963f507c285ad8,False
882,H6q_C70KwpM-67595e0d7be55383e30bf0f4418dc9b3,780,H6q_C70KwpM-67595e0d7be55383e30bf0f4418dc9b3,H6q_C70KwpM-67595e0d7be55383e30bf0f4418dc9b3,True
885,BCn8TM5HUrE-d70324addccf921b422eede23d770818,48,BCn8TM5HUrE-d70324addccf921b422eede23d770818,BCn8TM5HUrE-d70324addccf921b422eede23d770818,True
887,64a44a7afb684d0db418390552d357f5,784,rYXGYt9nKXE-9e0b052a724e704a88ddbde41070af3a,rYXGYt9nKXE-9e0b052a724e704a88ddbde41070af3a,False
888,49d9ddb1b5f044cc9e43ec5ae968d83a,105,Ki_zcehbtRs-0b01394092f8fc8de830507bea65d78a,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
889,66fc8775f11d42b6b7f2ea41613d76b2,785,HLtHkOniXZ4-307861b56af628efb75463cea9f24397,HLtHkOniXZ4-307861b56af628efb75463cea9f24397,False
893,44f0ff2cabfb481ea01125da92a843ea,105,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
894,Xoj4I0BASlo-d7e1359ecfd7ad39f6d1b923e238847a,789,Xoj4I0BASlo-d7e1359ecfd7ad39f6d1b923e238847a,Xoj4I0BASlo-d7e1359ecfd7ad39f6d1b923e238847a,True
895,332063cb344241cd85882dbcde77b309,404,JoxsB8x2mSc-f72ea72ee9bf3e8787d9a6498f8ef180,JoxsB8x2mSc-f72ea72ee9bf3e8787d9a6498f8ef180,False
897,8971f52705ee4d23a93c22f26ec648cd,475,2zO_paLHlSs-dda0755c1d66d2e5fb4e5acc64ef0b93,hyVkqP13CIQ-51cae72eb6402ff451941044a23869b3,False
900,6b181fcbbb8a4314ab5276ea4121fb6c,793,1X1oZUAW5ds-a017ae11dcedfd0eb915278a1783e375,1X1oZUAW5ds-a017ae11dcedfd0eb915278a1783e375,False
901,gos1y5l9Pg0-d2f83335d34170054f7a1123314bc334,794,gos1y5l9Pg0-d2f83335d34170054f7a1123314bc334,gos1y5l9Pg0-d2f83335d34170054f7a1123314bc334,True
902,140bcc3a681e4ef7aabef552f7a28ffc,795,N7dcXWAc9Tc-2523234045ecc433c94427408c1e73bc,N7dcXWAc9Tc-2523234045ecc433c94427408c1e73bc,False
903,6fc57abc3cad49a59611fac533813c7c,796,coljjn4As0o-19b8dda027146a47ec5a98f345e89a55,coljjn4As0o-19b8dda027146a47ec5a98f345e89a55,False
904,ae5aa82b149043fd99e2af6c544ee613,797,c2ISG0iIfwM-cfcbe6ac834458956063caeb03f6d543,c2ISG0iIfwM-cfcbe6ac834458956063caeb03f6d543,False
905,7875154237a2404dbd9caccb8cdc3f28,798,flsevUvm098-ba74e90711c9692f2a6a1157a6eaf146,flsevUvm098-ba74e90711c9692f2a6a1157a6eaf146,False
906,b96c970cb9224644afea0d36587bd4c4,799,yqHVLWNH6jw-985430dd4548fcc321312d894e0cbc7c,yqHVLWNH6jw-985430dd4548fcc321312d894e0cbc7c,False
907,3f40ccc2021940548078a9367150d442,800,GD_v8hV2G2s-f98560537442ee80869216d17b44600c,GD_v8hV2G2s-f98560537442ee80869216d17b44600c,False
908,92dfe80de4b74261937c18b3bd7b0c51,801,Bhkko7DCpHY-61f1fb00c42d363ff2e677b4c606de0c,Bhkko7DCpHY-61f1fb00c42d363ff2e677b4c606de0c,False
909,91a7e4af58d44db288d440b4d6963335,802,UJF0Q00Jbmg-584dcfbf73f0972b51e4ca18c83659e3,UJF0Q00Jbmg-584dcfbf73f0972b51e4ca18c83659e3,False
910,293f5738943c437a9e8cb8a207e8baec,803,KV__ybKKeGo-d6b3f620c3a82633177d23d53413f359,KV__ybKKeGo-d6b3f620c3a82633177d23d53413f359,False
913,d31138e40ea14bd7b4f9dbe93c723533,806,6t76mgCLc8A-68165bb3a61f207415c1e6aebfcff673,6t76mgCLc8A-68165bb3a61f207415c1e6aebfcff673,False
915,9ea590d7a9784e95b541751bd252f7ac,808,RMHoPc26o9g-bb81d5bbf65e1debf7589eb793c01d18,RMHoPc26o9g-bb81d5bbf65e1debf7589eb793c01d18,False
916,2066606050e3485a8c53822fe7a445da,809,7LYTx0IJtPY-983ff03d543f14a7fdf9f8e84e55f6b6,7LYTx0IJtPY-983ff03d543f14a7fdf9f8e84e55f6b6,False
917,412b211291f14323a50e5901dc5f9d9b,6,uvikkyNIhHA-d9575536ba02ebf0dbcf4f80db176700,uvikkyNIhHA-d9575536ba02ebf0dbcf4f80db176700,False
918,915b52cf20bb4c51804310ae4b3ecb06,810,NrwFznxqH_M-6aa02c3aaff875c79795958e8d622e2a,NrwFznxqH_M-6aa02c3aaff875c79795958e8d622e2a,False
919,17aa3923b5a84a3fbbcec3d11efec6d5,811,tUdeqJZAqHo-c744327606fca36080ec3a934786da73,tUdeqJZAqHo-c744327606fca36080ec3a934786da73,False
922,r25t7t9EMUY-72a8c06b971cc31e84339927e9a1c54d,574,r25t7t9EMUY-72a8c06b971cc31e84339927e9a1c54d,r25t7t9EMUY-72a8c06b971cc31e84339927e9a1c54d,True
925,mgZ74pMXGOQ-4ba10cc0a9cd79360fdfcc59f13afc8d,816,mgZ74pMXGOQ-4ba10cc0a9cd79360fdfcc59f13afc8d,mgZ74pMXGOQ-4ba10cc0a9cd79360fdfcc59f13afc8d,True
926,8a25d11c8b124f609006ffd783475f7f,81,kabNdo05sNw-0898375837dac959ab9c943a53b1f41e,kabNdo05sNw-0898375837dac959ab9c943a53b1f41e,False
927,8ebb43cff23a43c1b1485d18d97f8aac,817,z8nr4Q5-2v4-4123c8c3e9ca3faddf89b3e1f45cf332,z8nr4Q5-2v4-4123c8c3e9ca3faddf89b3e1f45cf332,False
929,5O9mAuV217k-43007247e8a07168206c59b471770d3f,819,5O9mAuV217k-43007247e8a07168206c59b471770d3f,5O9mAuV217k-43007247e8a07168206c59b471770d3f,True
930,dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce,820,dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce,dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce,True
931,6t76mgCLc8A-68165bb3a61f207415c1e6aebfcff673,821,6t76mgCLc8A-68165bb3a61f207415c1e6aebfcff673,6t76mgCLc8A-68165bb3a61f207415c1e6aebfcff673,True
934,687378b9ebf14b7da164f366c9be6e39,824,lUCLW5yNB_c-6eaefb2cf76574a7ced189bc8647e55e,lUCLW5yNB_c-6eaefb2cf76574a7ced189bc8647e55e,False
935,VjGQrAm8o90-5333a5c68a226ac945b920c78594eb9f,825,VjGQrAm8o90-5333a5c68a226ac945b920c78594eb9f,VjGQrAm8o90-5333a5c68a226ac945b920c78594eb9f,True
936,cd984e900adf4c72ba5c65e3a7251f90,373,yECKCuEiYc4-20fe4ed4c0e7f4e0fed01eb7cc66f377,yECKCuEiYc4-20fe4ed4c0e7f4e0fed01eb7cc66f377,False
937,c2ISG0iIfwM-cfcbe6ac834458956063caeb03f6d543,797,c2ISG0iIfwM-cfcbe6ac834458956063caeb03f6d543,c2ISG0iIfwM-cfcbe6ac834458956063caeb03f6d543,True
938,43c40d504da84f428658a27e4a075ab8,826,N1_SdQE1XME-09e54af56f7e9e22f4653052ebbb8054,N1_SdQE1XME-09e54af56f7e9e22f4653052ebbb8054,False
939,21987a954e504ea0a5e5bf37cebc17e1,827,9oziuihslYw-4e40b91603b42b60ce2cf5cf1853ded1,9oziuihslYw-4e40b91603b42b60ce2cf5cf1853ded1,False
945,AefM1c4FTog-a49786256cbc55adde089ee99333896c,833,AefM1c4FTog-a49786256cbc55adde089ee99333896c,AefM1c4FTog-a49786256cbc55adde089ee99333896c,True
946,4LnjJW_P_oM-6f165c1faab10081ea8cd5e83d2e963e,834,4LnjJW_P_oM-6f165c1faab10081ea8cd5e83d2e963e,4LnjJW_P_oM-6f165c1faab10081ea8cd5e83d2e963e,True
947,OCA0RGX29iI-7fb210395aae746aa83bf20a5b7f4088,57,OCA0RGX29iI-7fb210395aae746aa83bf20a5b7f4088,OCA0RGX29iI-7fb210395aae746aa83bf20a5b7f4088,True
949,jHfARC6ofvE-48627d606235ce97b6eccb8f18648a21,836,jHfARC6ofvE-48627d606235ce97b6eccb8f18648a21,jHfARC6ofvE-48627d606235ce97b6eccb8f18648a21,True
951,c98ca9e85267498b8a652d7d9e3dd8b8,838,JrBjbP9TFV0-a9a6bbb0dcd6a09181e218f7517750ed,JrBjbP9TFV0-a9a6bbb0dcd6a09181e218f7517750ed,False
954,511076ced93b41e393d77a150212cbb7,402,FKkEi0ybl6Y-61e4a598a1af84910923ff7988955eff,FKkEi0ybl6Y-61e4a598a1af84910923ff7988955eff,False
955,3dcf7d7df6294fd18a8f7bf644dc511e,841,RuVViSGgPxI-4fe210d5d2070424bef985ce616e369c,RuVViSGgPxI-4fe210d5d2070424bef985ce616e369c,False
957,4c33958817fe4c08aebb27f149e7d138,843,ERZ7eVcHf98-96cdbed3dc0b1ebb58606fd77d7c786e,ERZ7eVcHf98-96cdbed3dc0b1ebb58606fd77d7c786e,False
959,ce7a8dedc5ef4accae9d8f9933547ecc,845,LFnMl6Lj3co-11cf15e9ee5ae44575f2743de9812ee5,LFnMl6Lj3co-11cf15e9ee5ae44575f2743de9812ee5,False
960,69aa4549f5794736a8583c0ec96570dd,7,WiCiQXF4Y5w-4111d16ba5eb5d12719f77bca79f9dc1,WiCiQXF4Y5w-4111d16ba5eb5d12719f77bca79f9dc1,False
961,43f998b6c9604bcaa62cc01078d115fc,846,W8MRz28T_9c-689a6c7356db01ee53695c1097b10ee8,W8MRz28T_9c-689a6c7356db01ee53695c1097b10ee8,False
964,NWK5esmrRYU-9225338a8fdc57473a7f91cf49811075,849,NWK5esmrRYU-9225338a8fdc57473a7f91cf49811075,NWK5esmrRYU-9225338a8fdc57473a7f91cf49811075,True
965,RC-75r1V3l8-b42f998425e0bcca0a6b197073b259ef,105,RC-75r1V3l8-b42f998425e0bcca0a6b197073b259ef,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,True
968,cEri6I_TgaY-b422fefdd7a126991f1228167f3488a6,105,cEri6I_TgaY-b422fefdd7a126991f1228167f3488a6,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,True
970,1b9c05a0490d4385b5683c76452225b0,852,7hJTQNvFZq4-d825d5c07c00371f4d89d4df82aed1e5,7hJTQNvFZq4-d825d5c07c00371f4d89d4df82aed1e5,False
974,2cd6296fccef413088f9f3ac1589c4bb,856,VaO-OpFPg2A-0eee60c766905dd04230864eee939e21,VaO-OpFPg2A-0eee60c766905dd04230864eee939e21,False
975,4fc8df2958eb4efea026cf8c0f859589,857,ZIGi6B6WNaU-df7cb3084fc6a7654e2f3c1560d41efc,ZIGi6B6WNaU-df7cb3084fc6a7654e2f3c1560d41efc,False
978,a9a6c38d7ae64bafb7bd99e9238fe2cf,860,gqX0f7c4Qcw-ef4cc9354f3b0e4aec04a78bdc5f5416,gqX0f7c4Qcw-ef4cc9354f3b0e4aec04a78bdc5f5416,False
980,21ad3988509f4c92a053c892c916a926,91,fJa7D3Uzaas-7f59def97c7a906c066e5dec84bed753,fJa7D3Uzaas-7f59def97c7a906c066e5dec84bed753,False
981,oGr8ue-F3wI-c320172e190fcdedef9cd02aea7f9987,862,oGr8ue-F3wI-c320172e190fcdedef9cd02aea7f9987,oGr8ue-F3wI-c320172e190fcdedef9cd02aea7f9987,True
983,4eb1f78e80f1476f84e08a05fa62413d,552,jU3s1bjij_4-bc6ae4a7e2ec600f54bd31830aa0fee1,jU3s1bjij_4-bc6ae4a7e2ec600f54bd31830aa0fee1,False
984,41392b151d4e4ab9b6da9ad4d34de628,864,j2BgyavFvss-7dfaec88cfe899afba8474d397567e00,j2BgyavFvss-7dfaec88cfe899afba8474d397567e00,False
985,b3910fccd73b4285ba1deac95a1a2ead,234,SCYHBEiOZ24-b4045faa79aa026b9d483635377cb95e,SCYHBEiOZ24-b4045faa79aa026b9d483635377cb95e,False
986,4673ced1e55f4493b81b4413321c7e5d,865,SRRMHY-g76E-811333b07f76521285883dc351d08eb6,SRRMHY-g76E-811333b07f76521285883dc351d08eb6,False
988,1ce350acec5340d987c5b45f42a3beee,867,QIfx1ZYe628-8603acb0022bec43756b868ca67b888f,QIfx1ZYe628-8603acb0022bec43756b868ca67b888f,False
989,IBOBWAB7XVw-82c59387d2986b00ac2f4327e8a9f288,338,IBOBWAB7XVw-82c59387d2986b00ac2f4327e8a9f288,IBOBWAB7XVw-82c59387d2986b00ac2f4327e8a9f288,True
995,uzZ7iBJ5Ing-de0ca51686817a8e895cf4fe39d6baff,873,uzZ7iBJ5Ing-de0ca51686817a8e895cf4fe39d6baff,uzZ7iBJ5Ing-de0ca51686817a8e895cf4fe39d6baff,True
997,7b09717f9eef4eb28fcb66d11bd44df5,458,38NgfwT8QdM-7833ee88770404616f1b76c17a11d2fb,38NgfwT8QdM-7833ee88770404616f1b76c17a11d2fb,False
1000,cdef0d714b044067866656835bca1a29,877,OSffF0ND2Do-86d9de87a5829023cb39e70446783ae3,OSffF0ND2Do-86d9de87a5829023cb39e70446783ae3,False
1002,4HvbbzmWtZQ-2af483979e16ba32e3004a34d679e148,879,4HvbbzmWtZQ-2af483979e16ba32e3004a34d679e148,4HvbbzmWtZQ-2af483979e16ba32e3004a34d679e148,True
1004,be6627e9c54445ac94a8a0235766751b,881,W6ISoyzUCQY-bfec3862c96783e89b43c5b2fb8ddb96,W6ISoyzUCQY-bfec3862c96783e89b43c5b2fb8ddb96,False
1008,3d5d4e40fec44b56af47eeb27c4caaf4,885,XF-MEzftZ0s-83c2b1d7d679a39c7a3d4bc46c63344c,XF-MEzftZ0s-83c2b1d7d679a39c7a3d4bc46c63344c,False
1010,9288ea727ec24e6d87cfed4c40cc08bc,887,VqZjjf2K1-4-63c198c42e9e4adbd7d411bd31d18562,VqZjjf2K1-4-63c198c42e9e4adbd7d411bd31d18562,False
1012,265982d1bb34491ca9ed775ad362276b,889,nHmJDnp2P_k-d5c986026db72c8fbc86944a94fc7b09,nHmJDnp2P_k-d5c986026db72c8fbc86944a94fc7b09,False
1014,iZAGMHLJ2U8-0a2d3652c2e8132baf9593de3cfae8b1,336,iZAGMHLJ2U8-0a2d3652c2e8132baf9593de3cfae8b1,iZAGMHLJ2U8-0a2d3652c2e8132baf9593de3cfae8b1,True
1017,DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635,893,DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635,DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635,True
1018,cW51HiyRXTk-102421b7f08102d49fa0d2ba8e792151,98,cW51HiyRXTk-102421b7f08102d49fa0d2ba8e792151,cW51HiyRXTk-102421b7f08102d49fa0d2ba8e792151,True
1019,9c7d5348e69842c09db77847ec3f5822,501,rmPRC1ZSgsw-fcd380052c11d443522723c1936b8733,rmPRC1ZSgsw-fcd380052c11d443522723c1936b8733,False
1022,ca15473362894d658831f33cf1b95226,896,hpKj53L67j0-0bc9136a88f7d0edb57c522c57296dcf,hpKj53L67j0-0bc9136a88f7d0edb57c522c57296dcf,False
1026,7SHwYrvuLL0-bd232100a22e4e4f12ce43fe20880b5c,900,7SHwYrvuLL0-bd232100a22e4e4f12ce43fe20880b5c,7SHwYrvuLL0-bd232100a22e4e4f12ce43fe20880b5c,True
1027,d79de7607c584e8bb5a76948f829da3f,901,jaRuDP6txBQ-b686ba80eae215094f4dd5849c07f265,jaRuDP6txBQ-b686ba80eae215094f4dd5849c07f265,False
